question,pororo_ner
진왕 정의 말을 전해 들은 후 제왕 건은 어떤 행동을 취할 것이라고 다짐하였나?,"[('진왕 정', 'PERSON'), ('의', 'O'), (' ', 'O'), ('말을', 'O'), (' ', 'O'), ('전해', 'O'), (' ', 'O'), ('들은', 'O'), (' ', 'O'), ('후', 'O'), (' ', 'O'), ('제왕 건', 'PERSON'), ('은', 'O'), (' ', 'O'), ('어떤', 'O'), (' ', 'O'), ('행동을', 'O'), (' ', 'O'), ('취할', 'O'), (' ', 'O'), ('것이라고', 'O'), (' ', 'O'), ('다짐하였나?', 'O')]"
이규완이 김학우를 죽인 사람이라고 지목한 인물은?,"[('이규완', 'PERSON'), ('이', 'O'), (' ', 'O'), ('김학우', 'PERSON'), ('를', 'O'), (' ', 'O'), ('죽인', 'O'), (' ', 'O'), ('사람이라고', 'O'), (' ', 'O'), ('지목한', 'O'), (' ', 'O'), ('인물은?', 'O')]"
양산군 하북면 삼수리에 터전을 잡고 양산 이씨의 시조가 된 사람은?,"[('양산군', 'LOCATION'), (' ', 'O'), ('하북면', 'LOCATION'), (' ', 'O'), ('삼수리', 'LOCATION'), ('에', 'O'), (' ', 'O'), ('터전을', 'O'), (' ', 'O'), ('잡고', 'O'), (' ', 'O'), ('양산', 'LOCATION'), (' ', 'O'), ('이', 'PERSON'), ('씨의', 'O'), (' ', 'O'), ('시조', 'CIVILIZATION'), ('가', 'O'), (' ', 'O'), ('된', 'O'), (' ', 'O'), ('사람은?', 'O')]"
펨토의 전생은 누구인가?,"[('펨토', 'PERSON'), ('의', 'O'), (' ', 'O'), ('전생은', 'O'), (' ', 'O'), ('누구인가?', 'O')]"
<내 어머니 사는 나라>의 작가가 직접 방문했던 곳은?,"[('<', 'O'), ('내 어머니 사는 나라', 'ARTIFACT'), ('>의', 'O'), (' ', 'O'), ('작가', 'OCCUPATION'), ('가', 'O'), (' ', 'O'), ('직접', 'O'), (' ', 'O'), ('방문했던', 'O'), (' ', 'O'), ('곳은?', 'O')]"
2020년 직권남용으로 인해 2년형을 선고받았던 사람의 직위는 무엇이었나요?,"[('2020년', 'DATE'), (' ', 'O'), ('직권남용으로', 'O'), (' ', 'O'), ('인해', 'O'), (' ', 'O'), ('2년', 'DATE'), ('형을', 'O'), (' ', 'O'), ('선고받았던', 'O'), (' ', 'O'), ('사람의', 'O'), (' ', 'O'), ('직위는', 'O'), (' ', 'O'), ('무엇이었나요?', 'O')]"
미디어법 가결선포 권한쟁의를 발생시킨 측은?,"[('미디어법', 'CIVILIZATION'), (' ', 'O'), ('가결선포', 'O'), (' ', 'O'), ('권한쟁의를', 'O'), (' ', 'O'), ('발생시킨', 'O'), (' ', 'O'), ('측은?', 'O')]"
황녹색의 유약이 있는 겉부분이 없어지면 무슨색을 띄는가?,"[('황녹색', 'TERM'), ('의', 'O'), (' ', 'O'), ('유약이', 'O'), (' ', 'O'), ('있는', 'O'), (' ', 'O'), ('겉부분이', 'O'), (' ', 'O'), ('없어지면', 'O'), (' ', 'O'), ('무슨색을', 'O'), (' ', 'O'), ('띄는가?', 'O')]"
인류의 발전과 혼란의 원인을 제공한 주체는?,"[('인류의', 'O'), (' ', 'O'), ('발전과', 'O'), (' ', 'O'), ('혼란의', 'O'), (' ', 'O'), ('원인을', 'O'), (' ', 'O'), ('제공한', 'O'), (' ', 'O'), ('주체는?', 'O')]"
교황 갈리스토2세가 종교회의를 개최한 도시는?,"[('교황', 'CIVILIZATION'), (' ', 'O'), ('갈리스토', 'PERSON'), ('2세', 'QUANTITY'), ('가', 'O'), (' ', 'O'), ('종교회의를', 'O'), (' ', 'O'), ('개최한', 'O'), (' ', 'O'), ('도시는?', 'O')]"
김구가 안공근에게 야단쳤던 내용이 담긴 책은?,"[('김구', 'PERSON'), ('가', 'O'), (' ', 'O'), ('안공근', 'PERSON'), ('에게', 'O'), (' ', 'O'), ('야단쳤던', 'O'), (' ', 'O'), ('내용이', 'O'), (' ', 'O'), ('담긴', 'O'), (' ', 'O'), ('책은?', 'O')]"
기혼 남성들이 사용하던 망건은 신체 어느 부위에 착용하는 것인가?,"[('기혼', 'O'), (' ', 'O'), ('남성들이', 'O'), (' ', 'O'), ('사용하던', 'O'), (' ', 'O'), ('망건', 'ARTIFACT'), ('은', 'O'), (' ', 'O'), ('신체', 'O'), (' ', 'O'), ('어느', 'O'), (' ', 'O'), ('부위에', 'O'), (' ', 'O'), ('착용하는', 'O'), (' ', 'O'), ('것인가?', 'O')]"
반도가극단과 더불어 시대극을 조선어로 연극하는 단체는?,"[('반도가극단', 'ORGANIZATION'), ('과', 'O'), (' ', 'O'), ('더불어', 'O'), (' ', 'O'), ('시대극을', 'O'), (' ', 'O'), ('조선어', 'CIVILIZATION'), ('로', 'O'), (' ', 'O'), ('연극', 'STUDY_FIELD'), ('하는', 'O'), (' ', 'O'), ('단체는?', 'O')]"
파비아 대학교에 일반 대학의 지위를 부여한 인물의 직업은?,"[('파비아 대학교', 'ORGANIZATION'), ('에', 'O'), (' ', 'O'), ('일반', 'O'), (' ', 'O'), ('대학의', 'O'), (' ', 'O'), ('지위를', 'O'), (' ', 'O'), ('부여한', 'O'), (' ', 'O'), ('인물의', 'O'), (' ', 'O'), ('직업은?', 'O')]"
혁마르파는 무엇을 통해 중핵파와 해방파의 지도자들을 죽였는가?,"[('혁마르파', 'ORGANIZATION'), ('는', 'O'), (' ', 'O'), ('무엇을', 'O'), (' ', 'O'), ('통해', 'O'), (' ', 'O'), ('중핵파', 'ORGANIZATION'), ('와', 'O'), (' ', 'O'), ('해방파', 'ORGANIZATION'), ('의', 'O'), (' ', 'O'), ('지도자', 'OCCUPATION'), ('들을', 'O'), (' ', 'O'), ('죽였는가?', 'O')]"
헨드릭스는 어디로 휴가를 갔다가 뇌졸중을 앓았나요?,"[('헨드릭스', 'PERSON'), ('는', 'O'), (' ', 'O'), ('어디로', 'O'), (' ', 'O'), ('휴가를', 'O'), (' ', 'O'), ('갔다가', 'O'), (' ', 'O'), ('뇌졸중', 'DISEASE'), ('을', 'O'), (' ', 'O'), ('앓았나요?', 'O')]"
스텝 기후와 사막 지형이 동시에 나타나는 곳은?,"[('스텝', 'CIVILIZATION'), (' ', 'O'), ('기후와', 'O'), (' ', 'O'), ('사막', 'O'), (' ', 'O'), ('지형이', 'O'), (' ', 'O'), ('동시에', 'O'), (' ', 'O'), ('나타나는', 'O'), (' ', 'O'), ('곳은?', 'O')]"
페라타 제6군단은 기원전 41년에 누구와 동방에 있었나요?,"[('페라타', 'ORGANIZATION'), (' ', 'O'), ('제6군단', 'ORGANIZATION'), ('은', 'O'), (' ', 'O'), ('기원전 41년', 'DATE'), ('에', 'O'), (' ', 'O'), ('누구와', 'O'), (' ', 'O'), ('동방', 'TERM'), ('에', 'O'), (' ', 'O'), ('있었나요?', 'O')]"
네팔의 헌법 수립안 투표에서 기권한 사람의 수는?,"[('네팔', 'COUNTRY'), ('의', 'O'), (' ', 'O'), ('헌법', 'CIVILIZATION'), (' ', 'O'), ('수립안', 'O'), (' ', 'O'), ('투표에서', 'O'), (' ', 'O'), ('기권한', 'O'), (' ', 'O'), ('사람의', 'O'), (' ', 'O'), ('수는?', 'O')]"
이슈타르가 다시 부활한 탐무즈와 함께 머무를 수 있는 계절은?,"[('이슈타르', 'PERSON'), ('가', 'O'), (' ', 'O'), ('다시', 'O'), (' ', 'O'), ('부활한', 'O'), (' ', 'O'), ('탐무즈', 'PERSON'), ('와', 'O'), (' ', 'O'), ('함께', 'O'), (' ', 'O'), ('머무를', 'O'), (' ', 'O'), ('수', 'O'), (' ', 'O'), ('있는', 'O'), (' ', 'O'), ('계절은?', 'O')]"
<무정>을 기획한 인물이 태어난 도시는?,"[('<', 'O'), ('무정', 'ARTIFACT'), ('>을', 'O'), (' ', 'O'), ('기획한', 'O'), (' ', 'O'), ('인물이', 'O'), (' ', 'O'), ('태어난', 'O'), (' ', 'O'), ('도시는?', 'O')]"
실존하는 발광체로 만들 수 있는 색깔을 의미하는 단어는?,"[('실존하는', 'O'), (' ', 'O'), ('발광체로', 'O'), (' ', 'O'), ('만들', 'O'), (' ', 'O'), ('수', 'O'), (' ', 'O'), ('있는', 'O'), (' ', 'O'), ('색깔을', 'O'), (' ', 'O'), ('의미하는', 'O'), (' ', 'O'), ('단어는?', 'O')]"
아서 케이스가 조작에 있어서 큰 역할을 했다고 판단한 인물은?,"[('아서 케이스', 'PERSON'), ('가', 'O'), (' ', 'O'), ('조작에', 'O'), (' ', 'O'), ('있어서', 'O'), (' ', 'O'), ('큰', 'O'), (' ', 'O'), ('역할을', 'O'), (' ', 'O'), ('했다고', 'O'), (' ', 'O'), ('판단한', 'O'), (' ', 'O'), ('인물은?', 'O')]"
장춘단 터가 공원으로 바뀐 해는?,"[('장춘단', 'LOCATION'), (' ', 'O'), ('터가', 'O'), (' ', 'O'), ('공원으로', 'O'), (' ', 'O'), ('바뀐', 'O'), (' ', 'O'), ('해는?', 'O')]"
상대론에서 운동에너지와 전체에너지의 합은 무엇에 비례하나?,"[('상대론', 'THEORY'), ('에서', 'O'), (' ', 'O'), ('운동에너지와', 'O'), (' ', 'O'), ('전체에너지의', 'O'), (' ', 'O'), ('합은', 'O'), (' ', 'O'), ('무엇에', 'O'), (' ', 'O'), ('비례하나?', 'O')]"
초신성이 폭발할 때 충격파에 의해 압축되거나 열을 받는 것은 무엇인가?,"[('초신성이', 'O'), (' ', 'O'), ('폭발할', 'O'), (' ', 'O'), ('때', 'O'), (' ', 'O'), ('충격파에', 'O'), (' ', 'O'), ('의해', 'O'), (' ', 'O'), ('압축되거나', 'O'), (' ', 'O'), ('열을', 'O'), (' ', 'O'), ('받는', 'O'), (' ', 'O'), ('것은', 'O'), (' ', 'O'), ('무엇인가?', 'O')]"
블레인이 연방 상원으로 선발되기 전까지 맡은 보직이 끝난 해는?,"[('블레인', 'PERSON'), ('이', 'O'), (' ', 'O'), ('연방 상원', 'ORGANIZATION'), ('으로', 'O'), (' ', 'O'), ('선발되기', 'O'), (' ', 'O'), ('전까지', 'O'), (' ', 'O'), ('맡은', 'O'), (' ', 'O'), ('보직이', 'O'), (' ', 'O'), ('끝난', 'O'), (' ', 'O'), ('해는?', 'O')]"
더우징퉁의 출생 날짜는?,"[('더우징퉁', 'PERSON'), ('의', 'O'), (' ', 'O'), ('출생', 'O'), (' ', 'O'), ('날짜는?', 'O')]"
"북한의 작은 목선이 삼척항에 입항했던 날, 대책 회의가 시작된 장소는?","[('북한', 'COUNTRY'), ('의', 'O'), (' ', 'O'), ('작은', 'O'), (' ', 'O'), ('목선', 'ARTIFACT'), ('이', 'O'), (' ', 'O'), ('삼척항', 'LOCATION'), ('에', 'O'), (' ', 'O'), ('입항했던', 'O'), (' ', 'O'), ('날,', 'O'), (' ', 'O'), ('대책', 'O'), (' ', 'O'), ('회의가', 'O'), (' ', 'O'), ('시작된', 'O'), (' ', 'O'), ('장소는?', 'O')]"
1950년대 항생제과다사용 원인은 미생물이 항생제에 무엇을 가지게 되어서인가?,"[('1950년대', 'DATE'), (' ', 'O'), ('항생제', 'TERM'), ('과다사용', 'O'), (' ', 'O'), ('원인은', 'O'), (' ', 'O'), ('미생물이', 'O'), (' ', 'O'), ('항생제', 'TERM'), ('에', 'O'), (' ', 'O'), ('무엇을', 'O'), (' ', 'O'), ('가지게', 'O'), (' ', 'O'), ('되어서인가?', 'O')]"
장면의 깡패 및 혁신세력 소탕 추진 계획을 수포로 돌린 사건은?,"[('장면의', 'O'), (' ', 'O'), ('깡', 'CIVILIZATION'), ('패', 'O'), (' ', 'O'), ('및', 'O'), (' ', 'O'), ('혁신세력', 'O'), (' ', 'O'), ('소탕', 'O'), (' ', 'O'), ('추진', 'O'), (' ', 'O'), ('계획을', 'O'), (' ', 'O'), ('수포로', 'O'), (' ', 'O'), ('돌린', 'O'), (' ', 'O'), ('사건은?', 'O')]"
춘추 전국 시대에 널리 쓰였던 화폐는?,"[('춘추 전국 시대', 'DATE'), ('에', 'O'), (' ', 'O'), ('널리', 'O'), (' ', 'O'), ('쓰였던', 'O'), (' ', 'O'), ('화폐는?', 'O')]"
에드워드 3세가 프랑스에서 철수한 것은 무엇 때문인가?,"[('에드워드', 'PERSON'), (' ', 'O'), ('3세', 'QUANTITY'), ('가', 'O'), (' ', 'O'), ('프랑스', 'COUNTRY'), ('에서', 'O'), (' ', 'O'), ('철수한', 'O'), (' ', 'O'), ('것은', 'O'), (' ', 'O'), ('무엇', 'O'), (' ', 'O'), ('때문인가?', 'O')]"
"브리오니 협정에 따르면, 슬로베니아는 독립 선포 후 얼마동안 독립 활동을 멈춰야 하는가?","[('브리오니 협정', 'ORGANIZATION'), ('에', 'O'), (' ', 'O'), ('따르면,', 'O'), (' ', 'O'), ('슬로베니아', 'COUNTRY'), ('는', 'O'), (' ', 'O'), ('독립', 'O'), (' ', 'O'), ('선포', 'O'), (' ', 'O'), ('후', 'O'), (' ', 'O'), ('얼마동안', 'O'), (' ', 'O'), ('독립', 'O'), (' ', 'O'), ('활동을', 'O'), (' ', 'O'), ('멈춰야', 'O'), (' ', 'O'), ('하는가?', 'O')]"
510년 민주정을 성립한 나라와 전쟁에서 충돌하였던 조직은?,"[('510년', 'DATE'), (' ', 'O'), ('민주정', 'THEORY'), ('을', 'O'), (' ', 'O'), ('성립한', 'O'), (' ', 'O'), ('나라와', 'O'), (' ', 'O'), ('전쟁에서', 'O'), (' ', 'O'), ('충돌하였던', 'O'), (' ', 'O'), ('조직은?', 'O')]"
요셉하이든이 자신의 모든 교향곡을 작성하기까지 얼마나 걸렸는가?,"[('요셉하이든', 'PERSON'), ('이', 'O'), (' ', 'O'), ('자신의', 'O'), (' ', 'O'), ('모든', 'O'), (' ', 'O'), ('교향곡', 'STUDY_FIELD'), ('을', 'O'), (' ', 'O'), ('작성하기까지', 'O'), (' ', 'O'), ('얼마나', 'O'), (' ', 'O'), ('걸렸는가?', 'O')]"
아미달라 여왕이 팰퍼틴과 손잡고 견제하고자 한 대상은?,"[('아미달라', 'PERSON'), (' ', 'O'), ('여왕', 'CIVILIZATION'), ('이', 'O'), (' ', 'O'), ('팰퍼틴', 'PERSON'), ('과', 'O'), (' ', 'O'), ('손잡고', 'O'), (' ', 'O'), ('견제하고자', 'O'), (' ', 'O'), ('한', 'O'), (' ', 'O'), ('대상은?', 'O')]"
지방자치단체를 분석한 최초의 보고서는?,"[('지방자치단체', 'ORGANIZATION'), ('를', 'O'), (' ', 'O'), ('분석한', 'O'), (' ', 'O'), ('최초의', 'O'), (' ', 'O'), ('보고서는?', 'O')]"
주찬의 굴복을 받은 사람은?,"[('주찬', 'PERSON'), ('의', 'O'), (' ', 'O'), ('굴복을', 'O'), (' ', 'O'), ('받은', 'O'), (' ', 'O'), ('사람은?', 'O')]"
박종철이 검찰총장직에서 물러나는데 결정적 역할을 한 제도는?,"[('박종철', 'PERSON'), ('이', 'O'), (' ', 'O'), ('검찰총장직', 'CIVILIZATION'), ('에서', 'O'), (' ', 'O'), ('물러나는데', 'O'), (' ', 'O'), ('결정적', 'O'), (' ', 'O'), ('역할을', 'O'), (' ', 'O'), ('한', 'O'), (' ', 'O'), ('제도는?', 'O')]"
나이지리아에서 민주주의의 날이 처음 생긴 년도는?,"[('나이지리아', 'COUNTRY'), ('에서', 'O'), (' ', 'O'), ('민주주의', 'THEORY'), ('의', 'O'), (' ', 'O'), ('날이', 'O'), (' ', 'O'), ('처음', 'O'), (' ', 'O'), ('생긴', 'O'), (' ', 'O'), ('년도는?', 'O')]"
후한에서 사마씨 가문과 함께 명성을 날린 집안은?,"[('후한', 'DATE'), ('에서', 'O'), (' ', 'O'), ('사마', 'PERSON'), ('씨', 'O'), (' ', 'O'), ('가문과', 'O'), (' ', 'O'), ('함께', 'O'), (' ', 'O'), ('명성을', 'O'), (' ', 'O'), ('날린', 'O'), (' ', 'O'), ('집안은?', 'O')]"
2차 국공 합작 이후 국민당이 설립한 기관은?,"[('2차', 'QUANTITY'), (' ', 'O'), ('국공', 'O'), (' ', 'O'), ('합작', 'O'), (' ', 'O'), ('이후', 'O'), (' ', 'O'), ('국민당', 'ORGANIZATION'), ('이', 'O'), (' ', 'O'), ('설립한', 'O'), (' ', 'O'), ('기관은?', 'O')]"
"""이와나미 문화인""과 이미지적으로 친화성이 있는 인물의 이름은?","[('""', 'O'), ('이와나미', 'LOCATION'), (' ', 'O'), ('문화인', 'CIVILIZATION'), ('""과', 'O'), (' ', 'O'), ('이미지적으로', 'O'), (' ', 'O'), ('친화성이', 'O'), (' ', 'O'), ('있는', 'O'), (' ', 'O'), ('인물의', 'O'), (' ', 'O'), ('이름은?', 'O')]"
옻칠의 종류 중 유일하게 물질의 산화를 막기위해 칠하는 것은?,"[('옻칠의', 'O'), (' ', 'O'), ('종류', 'O'), (' ', 'O'), ('중', 'O'), (' ', 'O'), ('유일하게', 'O'), (' ', 'O'), ('물질의', 'O'), (' ', 'O'), ('산화를', 'O'), (' ', 'O'), ('막기위해', 'O'), (' ', 'O'), ('칠하는', 'O'), (' ', 'O'), ('것은?', 'O')]"
1175년에 많은 인부들이 고용되었던 곳은?,"[('1175년', 'DATE'), ('에', 'O'), (' ', 'O'), ('많은', 'O'), (' ', 'O'), ('인부', 'CIVILIZATION'), ('들이', 'O'), (' ', 'O'), ('고용되었던', 'O'), (' ', 'O'), ('곳은?', 'O')]"
후아나의 남편은 어디 출신인가?,"[('후아나', 'PERSON'), ('의', 'O'), (' ', 'O'), ('남편', 'CIVILIZATION'), ('은', 'O'), (' ', 'O'), ('어디', 'O'), (' ', 'O'), ('출신인가?', 'O')]"
모터헤드에서 베이스와 보컬을 동시에 맡고 있는 사람은?,"[('모터헤드', 'ARTIFACT'), ('에서', 'O'), (' ', 'O'), ('베이스', 'ARTIFACT'), ('와', 'O'), (' ', 'O'), ('보컬', 'CIVILIZATION'), ('을', 'O'), (' ', 'O'), ('동시에', 'O'), (' ', 'O'), ('맡고', 'O'), (' ', 'O'), ('있는', 'O'), (' ', 'O'), ('사람은?', 'O')]"
아르타크세르크세스를 독으로 살해한 인물은 누구인가?,"[('아르타크세르크세스', 'PERSON'), ('를', 'O'), (' ', 'O'), ('독으로', 'O'), (' ', 'O'), ('살해한', 'O'), (' ', 'O'), ('인물은', 'O'), (' ', 'O'), ('누구인가?', 'O')]"
영지대사가 절을 재건하기 전 절의 명칭은?,"[('영지', 'PERSON'), ('대사', 'OCCUPATION'), ('가', 'O'), (' ', 'O'), ('절을', 'O'), (' ', 'O'), ('재건하기', 'O'), (' ', 'O'), ('전', 'O'), (' ', 'O'), ('절의', 'O'), (' ', 'O'), ('명칭은?', 'O')]"
승표 부부에 대해 적혀있는 명문은 무엇으로 쓰여진 것인가?,"[('승표', 'PERSON'), (' ', 'O'), ('부부', 'CIVILIZATION'), ('에', 'O'), (' ', 'O'), ('대해', 'O'), (' ', 'O'), ('적혀있는', 'O'), (' ', 'O'), ('명문은', 'O'), (' ', 'O'), ('무엇으로', 'O'), (' ', 'O'), ('쓰여진', 'O'), (' ', 'O'), ('것인가?', 'O')]"
피해자의 왕따 문제를 회피한 사람은 누구인가요?,"[('피해자', 'CIVILIZATION'), ('의', 'O'), (' ', 'O'), ('왕따', 'O'), (' ', 'O'), ('문제를', 'O'), (' ', 'O'), ('회피한', 'O'), (' ', 'O'), ('사람은', 'O'), (' ', 'O'), ('누구인가요?', 'O')]"
수천명의 원군이 전투력 강화를 위해 퀘벡으로 파견된 해는?,"[('수천명의', 'O'), (' ', 'O'), ('원군이', 'O'), (' ', 'O'), ('전투력', 'O'), (' ', 'O'), ('강화를', 'O'), (' ', 'O'), ('위해', 'O'), (' ', 'O'), ('퀘벡', 'CITY'), ('으로', 'O'), (' ', 'O'), ('파견된', 'O'), (' ', 'O'), ('해는?', 'O')]"
경성제국대학과 홋카이도제국대학의 예과 수업연한이 동일해진 것은 몇 년인가?,"[('경성제국대학', 'ORGANIZATION'), ('과', 'O'), (' ', 'O'), ('홋카이도제국대학', 'ORGANIZATION'), ('의', 'O'), (' ', 'O'), ('예과', 'STUDY_FIELD'), (' ', 'O'), ('수업연한이', 'O'), (' ', 'O'), ('동일해진', 'O'), (' ', 'O'), ('것은', 'O'), (' ', 'O'), ('몇', 'O'), (' ', 'O'), ('년인가?', 'O')]"
"잉글랜드에게서 돈과 물품, 군인들을 전달할 수 있었던 것은 무엇을 차지했기 때문인가?","[('잉글랜드', 'COUNTRY'), ('에게서', 'O'), (' ', 'O'), ('돈과', 'O'), (' ', 'O'), ('물품,', 'O'), (' ', 'O'), ('군인', 'OCCUPATION'), ('들을', 'O'), (' ', 'O'), ('전달할', 'O'), (' ', 'O'), ('수', 'O'), (' ', 'O'), ('있었던', 'O'), (' ', 'O'), ('것은', 'O'), (' ', 'O'), ('무엇을', 'O'), (' ', 'O'), ('차지했기', 'O'), (' ', 'O'), ('때문인가?', 'O')]"
두영에게 형양을 지키도록 명령한 인물은 누구인가요?,"[('두영', 'PERSON'), ('에게', 'O'), (' ', 'O'), ('형양을', 'O'), (' ', 'O'), ('지키도록', 'O'), (' ', 'O'), ('명령한', 'O'), (' ', 'O'), ('인물은', 'O'), (' ', 'O'), ('누구인가요?', 'O')]"
2013년 올레나 소콜로브스키가 출장할 수 없게 된 이유는?,"[('2013년', 'DATE'), (' ', 'O'), ('올레나 소콜로브스키', 'PERSON'), ('가', 'O'), (' ', 'O'), ('출장할', 'O'), (' ', 'O'), ('수', 'O'), (' ', 'O'), ('없게', 'O'), (' ', 'O'), ('된', 'O'), (' ', 'O'), ('이유는?', 'O')]"
행복한 왕자 동상이 도움을 요청한 동물은?,"[('행복한', 'ARTIFACT'), (' ', 'O'), ('왕자', 'ARTIFACT'), (' ', 'O'), ('동상', 'ARTIFACT'), ('이', 'O'), (' ', 'O'), ('도움을', 'O'), (' ', 'O'), ('요청한', 'O'), (' ', 'O'), ('동물은?', 'O')]"
빈딘성에서 가장 높은 지역은 어디인가?,"[('빈딘성', 'LOCATION'), ('에서', 'O'), (' ', 'O'), ('가장', 'O'), (' ', 'O'), ('높은', 'O'), (' ', 'O'), ('지역은', 'O'), (' ', 'O'), ('어디인가?', 'O')]"
베이컨이 발표한 부정적인 원리 중 언어와 관련된 원리는?,"[('베이컨', 'PERSON'), ('이', 'O'), (' ', 'O'), ('발표한', 'O'), (' ', 'O'), ('부정적인', 'O'), (' ', 'O'), ('원리', 'O'), (' ', 'O'), ('중', 'O'), (' ', 'O'), ('언어와', 'O'), (' ', 'O'), ('관련된', 'O'), (' ', 'O'), ('원리는?', 'O')]"
소련군은 언제부터 핀란드 내륙으로 진격하였는가?,"[('소련군', 'ORGANIZATION'), ('은', 'O'), (' ', 'O'), ('언제부터', 'O'), (' ', 'O'), ('핀란드', 'COUNTRY'), (' ', 'O'), ('내륙으로', 'O'), (' ', 'O'), ('진격하였는가?', 'O')]"
이슬람교와 힌두교를 혼합해서 새로운 종교를 만든 사람은?,"[('이슬람교', 'ORGANIZATION'), ('와', 'O'), (' ', 'O'), ('힌두교', 'ORGANIZATION'), ('를', 'O'), (' ', 'O'), ('혼합해서', 'O'), (' ', 'O'), ('새로운', 'O'), (' ', 'O'), ('종교를', 'O'), (' ', 'O'), ('만든', 'O'), (' ', 'O'), ('사람은?', 'O')]"
김용석이 행정소송에 도입돼야 한다고 한 제도는?,"[('김용석', 'PERSON'), ('이', 'O'), (' ', 'O'), ('행정소송에', 'O'), (' ', 'O'), ('도입돼야', 'O'), (' ', 'O'), ('한다고', 'O'), (' ', 'O'), ('한', 'O'), (' ', 'O'), ('제도는?', 'O')]"
세계 최초로 능동방어시스템 고안에 앞장선 국가는?,"[('세계', 'O'), (' ', 'O'), ('최초로', 'O'), (' ', 'O'), ('능동방어시스템', 'O'), (' ', 'O'), ('고안에', 'O'), (' ', 'O'), ('앞장선', 'O'), (' ', 'O'), ('국가는?', 'O')]"
제25회 선거에서 중증장애인이 아닌 당선자가 뽑힌 이후에 소속된 곳은?,"[('제25회', 'QUANTITY'), (' ', 'O'), ('선거에서', 'O'), (' ', 'O'), ('중증장애인', 'CIVILIZATION'), ('이', 'O'), (' ', 'O'), ('아닌', 'O'), (' ', 'O'), ('당선자', 'CIVILIZATION'), ('가', 'O'), (' ', 'O'), ('뽑힌', 'O'), (' ', 'O'), ('이후에', 'O'), (' ', 'O'), ('소속된', 'O'), (' ', 'O'), ('곳은?', 'O')]"
통일주체국민회의의 구성을 명시한 법은?,"[('통일주체국민회의', 'ORGANIZATION'), ('의', 'O'), (' ', 'O'), ('구성을', 'O'), (' ', 'O'), ('명시한', 'O'), (' ', 'O'), ('법은?', 'O')]"
프로메테우스에게 고통을 주기 위해 보낸 동물은?,"[('프로메테우스', 'PERSON'), ('에게', 'O'), (' ', 'O'), ('고통을', 'O'), (' ', 'O'), ('주기', 'O'), (' ', 'O'), ('위해', 'O'), (' ', 'O'), ('보낸', 'O'), (' ', 'O'), ('동물은?', 'O')]"
